codigo,linha,latitude,longitude
47025,42,-22.949858333333335,-43.348076666666664
44702,5704A1,-22.973245,-43.374445
12743,5704A1,-23.000963333333335,-43.36527666666667
50303,5704A1,-22.855658333333334,-43.324351666666665
22027,5704A1,-22.957825,-43.34642166666666
10305,42,-22.839721666666666,-43.239655
30511,42,-22.941003333333335,-43.37253333333334
27168,5704A1,-23.000871666666665,-43.36445
10304,42,-22.838731666666668,-43.294781666666665
12705,5704A1,-22.852335,-43.31563
22009,5704A1,-22.877128333333335,-43.336106666666666
27201,5704A1,-22.951285,-43.37385
10306,42,-22.918735,-43.36559333333334
50302,42,-22.894095,-43.34938666666667
13408,5704A1,-22.888185,-43.34565
30508,5704A1,-22.906218333333335,-43.357683333333334
12703,5704A1,-22.8547,-43.25194333333334
27206,42,-22.83941,-43.239803333333334
