codigo,linha,latitude,longitude
30540,42,-22.920443333333335,-43.368795
44734,5704A1,-22.838063333333334,-43.29264333333333
50310,5704A1,-22.839258333333333,-43.240135
27205,42,-22.839346666666668,-43.239716666666666
41433,5704A1,-22.874896666666668,-43.335235
10303,42,-22.845433333333332,-43.23901166666667
27202,42,-22.898573333333335,-43.35288
27191,42,-22.837825,-43.29094666666667
22023,5704A1,-22.973201666666668,-43.379525
47024,5704A1,-23.001426666666667,-43.36707833333333
30515,42,-22.842315,-43.27274333333333
27172,5704A1,-22.936001666666666,-43.37149333333333
13414,42,-22.95229,-43.348816666666664
27209,42,-22.837728333333335,-43.29004833333333
44709,5704A1,-22.851143333333333,-43.32726666666667
47025,42,-22.949858333333335,-43.348076666666664
44702,5704A1,-23.001305,-43.36817333333333
12743,5704A1,-23.000963333333335,-43.36527666666667
50303,5704A1,-22.906995,-43.35786
22027,5704A1,-22.957825,-43.34642166666666
10305,42,-22.839736666666667,-43.23963833333333
30511,42,-22.897243333333332,-43.351663333333335
27168,5704A1,-22.887361666666667,-43.34500333333333
47012,42,-22.940756666666665,-43.37254333333333
10304,42,-22.83938,-43.239875
12705,5704A1,-22.841858333333334,-43.27569
13424,5704A1,-22.958323333333333,-43.382571666666664
22009,5704A1,-22.87926,-43.341478333333335
27201,5704A1,-22.974235,-43.36372
10306,42,-22.870073333333334,-43.335368333333335
50302,42,-22.94164333333333,-43.372753333333335
10307,5704A1,-22.84503,-43.26835833333333
13408,5704A1,-22.888185,-43.34565
30508,5704A1,-22.918361666666666,-43.365028333333335
12703,5704A1,-22.8547,-43.25194333333334
27206,42,-22.855013333333332,-43.252045
30536,5704A1,-22.89189,-43.348146666666665
50307,42,-22.85646,-43.32762833333334
27173,42,-22.848891666666667,-43.32245666666667
22017,5704A1,-22.95750333333333,-43.345475
10301,5704A1,-22.967371666666665,-43.39048
12740,42,-22.85432,-43.25161666666666
30540,42,-22.841878333333334,-43.27547666666667
50310,5704A1,-23.000375,-43.36875
27205,42,-22.851036666666666,-43.263355
10303,42,-22.904701666666668,-43.357171666666666
27202,42,-22.898573333333335,-43.35288
27191,42,-22.898255,-43.352965
22023,5704A1,-22.848573333333334,-43.30668
47024,5704A1,-22.839351666666666,-43.239898333333336
30515,42,-22.842315,-43.27274333333333
27172,5704A1,-22.870381666666667,-43.33582
13414,42,-22.952538333333333,-43.34915
27209,42,-22.837728333333335,-43.29004833333333
44709,5704A1,-22.84979,-43.32340833333333
47025,42,-22.949858333333335,-43.348076666666664
44702,5704A1,-22.841626666666667,-43.27923
12743,5704A1,-23.000963333333335,-43.36527666666667
50303,5704A1,-22.920705,-43.369255
22027,5704A1,-22.957825,-43.34642166666666
10305,42,-22.839736666666667,-43.23963833333333
30511,42,-22.84104,-43.28026833333333
27168,5704A1,-22.887361666666667,-43.34500333333333
47012,42,-22.843881666666668,-43.23862333333334
10304,42,-22.904838333333334,-43.357236666666665
12705,5704A1,-22.961846666666666,-43.39053833333333
22009,5704A1,-22.85555,-43.32408
27201,5704A1,-22.84352,-43.2388
10306,42,-22.853175,-43.31375
50302,42,-22.854841666666665,-43.25352
10307,5704A1,-23.000875,-43.36512166666667
13408,5704A1,-22.888185,-43.34565
30508,5704A1,-22.855296666666668,-43.323793333333334
12703,5704A1,-22.8547,-43.25194333333334
27206,42,-22.935636666666667,-43.371635
30536,5704A1,-22.838501666666666,-43.29438666666667
50307,42,-22.882276666666666,-43.34200833333333
27173,42,-22.848891666666667,-43.32245666666667
22017,5704A1,-22.95750333333333,-43.345475
10301,5704A1,-22.890005,-43.34694666666667
12740,42,-22.85432,-43.25161666666666
30540,42,-22.940681666666666,-43.37271333333333
50310,5704A1,-22.85665,-43.32901666666667
27205,42,-22.84048,-43.297261666666664
10303,42,-22.849743333333333,-43.264435
27202,42,-22.898573333333335,-43.35288
27191,42,-22.842345,-43.27776
22023,5704A1,-22.872985,-43.336153333333336
47024,5704A1,-22.98732,-43.365615
30515,42,-22.842315,-43.27274333333333
27172,5704A1,-22.85242,-43.31621166666667
13414,42,-22.949811666666665,-43.34793833333333
27209,42,-22.837728333333335,-43.29004833333333
44709,5704A1,-22.84979,-43.32340833333333
47025,42,-22.949858333333335,-43.348076666666664
44702,5704A1,-22.917583333333333,-43.363656666666664
12743,5704A1,-23.000963333333335,-43.36527666666667
50303,5704A1,-22.852183333333333,-43.24843833333333
22027,5704A1,-22.957825,-43.34642166666666
10305,42,-22.839721666666666,-43.239655
30511,42,-22.888991666666666,-43.346265
27168,5704A1,-23.001581666666667,-43.36567
47012,42,-22.936593333333334,-43.371705
10304,42,-22.85485,-43.253456666666665
12705,5704A1,-22.839806666666668,-43.23952333333333
22009,5704A1,-22.951446666666666,-43.37407
27201,5704A1,-23.00104333333333,-43.365273333333334
10306,42,-22.856988333333334,-43.32918166666666
50302,42,-22.944546666666668,-43.372373333333336
13408,5704A1,-22.888185,-43.34565
30508,5704A1,-22.967113333333334,-43.39057666666667
12703,5704A1,-22.8547,-43.25194333333334
27206,42,-22.852336666666666,-43.26247333333333
30536,5704A1,-22.879223333333332,-43.34141666666667
50307,42,-22.865501666666667,-43.33414166666667
27173,42,-22.848891666666667,-43.32245666666667
22017,5704A1,-22.95750333333333,-43.345475
10301,5704A1,-22.973175,-43.38259
12740,42,-22.85432,-43.25161666666666
30540,42,-22.840253333333333,-43.281596666666665
50310,5704A1,-23.000863333333335,-43.36531
27205,42,-22.851036666666666,-43.263355
10303,42,-22.897853333333334,-43.35241666666667
27202,42,-22.898573333333335,-43.35288
27191,42,-22.893151666666668,-43.34895
22023,5704A1,-22.837783333333334,-43.28816166666667
47024,5704A1,-22.846196666666668,-43.23974333333334
30515,42,-22.842315,-43.27274333333333
27172,5704A1,-22.856325,-43.32740666666667
13414,42,-22.949813333333335,-43.34764166666667
27209,42,-22.837728333333335,-43.29004833333333
44709,5704A1,-22.84979,-43.32340833333333
47025,42,-22.949858333333335,-43.348076666666664
44702,5704A1,-22.845541666666666,-43.267763333333335
12743,5704A1,-23.000963333333335,-43.36527666666667
50303,5704A1,-22.914585,-43.360821666666666
22027,5704A1,-22.957825,-43.34642166666666
10305,42,-22.839736666666667,-43.23963833333333
30511,42,-22.842605,-43.271746666666665
27168,5704A1,-22.887361666666667,-43.34500333333333
47012,42,-22.854598333333332,-43.250166666666665
10304,42,-22.898113333333335,-43.352603333333334
12705,5704A1,-22.959201666666665,-43.38660333333333
22009,5704A1,-22.869668333333333,-43.33531166666667
27201,5704A1,-22.854881666666667,-43.25136333333333
10306,42,-22.84913,-43.30735833333333
50302,42,-22.850885,-43.263661666666664
10307,5704A1,-23.00075,-43.36611333333333
13408,5704A1,-22.888185,-43.34565
30508,5704A1,-22.865686666666665,-43.33423833333333
12703,5704A1,-22.8547,-43.25194333333334
27206,42,-22.940973333333332,-43.37252
